filem_name,tomatometerscore,audiencescore,reviews_numb,ratings_numb,rating,genre,language,director,producer,writer,release_date_theaters,release_date_streaming,box_office,runtime,distributor,aspect_ratio,actors
Terminator Genisys,27,52,274,"50,000+",PG-13 (Gunplay Throughout|Brief Strong Language|Intense Sci-Fi Violence|Partial Nudity),"Action, Sci-Fi",English,Alan Taylor,"David Ellison, Dana Goldberg","Laeta Kalogridis, Patrick Lussier","Jul 1, 2015  Wide","Nov 10, 2015",$89.8M,2h 6m,Paramount Pictures,,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,J.K. Simmons,Dayo Okeniyi,Matt Smith,Courtney B. Vance,Michael Gladis,Sandrine Holt,"
Magic Mike XXL,65,55,240,"25,000+",R (Pervasive Language|Drug Use|Some Nudity|Strong Sexual Content),"Drama, Comedy",English,Gregory Jacobs,"Nick Wechsler, Gregory Jacobs, Channing Tatum, Reid Carolin",Reid Carolin,"Jul 1, 2015  Wide","Oct 6, 2015",$66.0M,1h 55m,Warner Bros. Pictures,,"Channing Tatum,Matt Bomer,Joe Manganiello,Kevin Nash,Adam Rodriguez,Gabriel Iglesias,Amber Heard,Donald Glover,Stephen Boss,Michael Strahan,"
Amy,95,87,225,"10,000+",R (Language|Drug Material),"Biography, Music, Documentary",English,Asif Kapadia,James Gay-Rees,,"Jul 3, 2015  Limited","Nov 10, 2015",$8.4M,2h 8m,A24,,"Tony Bennett,Pete Doherty,Salaam Remi,Nick Shymansky,Blake Fielder-Civil,Mitch Winehouse,Yasiin Bey,Asif Kapadia,James Gay-Rees,Chris King,"
Minions,55,49,222,"100,000+",PG (Rude Humor|Action),"Kids & Family, Adventure, Animation, Comedy",English,"Pierre Coffin, Kyle Balda","Christopher Meledandri, Janet Healy",Brian Lynch,"Jul 10, 2015  Wide","Dec 8, 2015",$336.0M,1h 31m,Universal Pictures,,"Sandra Bullock,Jon Hamm,Michael Keaton,Allison Janney,Steve Coogan,Jennifer Saunders,Geoffrey Rush,Pierre Coffin,Steve Carell,Katy Mixon,"
The Gallows,,,,,,,,,,,,,,,,,
Self/Less,,,,,,,,,,,,,,,,,
Tangerine,,,,,,,,,,,,,,,,,
Boulevard,,,,,,,,,,,,,,,,,
Strangerland,,,,,,,,,,,,,,,,,
Ant-Man,83,86,336,"100,000+",PG-13 (Sci-Fi Action Violence),"Action, Adventure, Fantasy, Comedy",English,Peyton Reed,Kevin Feige,"Edgar Wright, Joe Cornish, Adam McKay, Paul Rudd","Jul 17, 2015  Wide","Dec 8, 2015",$180.2M,1h 57m,Walt Disney,,"Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Bobby Cannavale,Judy Greer,Abby Ryder Fortson,Michael Peña,David Dastmalchian,T.I.,"
Trainwreck,84,66,290,"50,000+",R (Nudity|Language|Some Drug Use|Strong Sexual Content),"Romance, Comedy",English,Judd Apatow,"Judd Apatow, Barry Mendel",Amy Schumer,"Jul 17, 2015  Wide","Nov 10, 2015",,2h 5m,Universal Pictures,,"Amy Schumer,Bill Hader,Brie Larson,Colin Quinn,John Cena,Tilda Swinton,LeBron James,Randall Park,Vanessa Bayer,Ezra Miller,"
Irrational Man,,,,,,,,,,,,,,,,,
Mr. Holmes,88,70,188,"25,000+",PG (Some Disturbing Images|Incidental Smoking|Thematic Elements),"Mystery & Thriller, Drama",English,Bill Condon,"Anne Carey, Iain Canning, Emile Sherman",Jeffrey Hatcher,"Jul 24, 2015  Wide","Nov 10, 2015",$17.7M,1h 45m,Roadside Attractions,,"Ian McKellen,Laura Linney,Milo Parker,Hiroyuki Sanada,Hattie Morahan,Patrick Kennedy,Roger Allam,Philip Davis,Frances de la Tour,Takako Akashi,"
Pixels,18,46,206,"50,000+",PG-13 (Suggestive Comments|Some Language),"Action, Fantasy, Adventure, Sci-Fi, Comedy",English,Chris Columbus,"Adam Sandler, Chris Columbus, Mark Radcliffe, Allen Covert","Tim Herlihy, Timothy Dowling","Jul 24, 2015  Wide","Oct 27, 2015",$78.7M,1h 46m,Sony Pictures Entertainment,,"Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage,Josh Gad,Brian Cox,Ashley Benson,Jane Krakowski,Anthony Ippolito,Andrew Bambridge,"
Southpaw,60,75,242,"25,000+",R (Some Violence|Language Throughout),Drama,English,Antoine Fuqua,"Todd Black, Jason Blumenthal, Antoine Fuqua, Alan Riche, Peter Riche, Steve Tisch, Jerry Ye",Kurt Sutter,"Jul 24, 2015  Wide","Oct 27, 2015",$52.4M,2h 3m,Weinstein Co.,,"Jake Gyllenhaal,Forest Whitaker,Naomie Harris,50 Cent,Oona Laurence,Skylan Brooks,Beau Knapp,Rachel McAdams,Victor Ortiz,Rita Ora,"
Paper Towns,58,47,141,"25,000+",PG-13 (Drinking|All Involving Teens|Sexuality and Partial Nudity|Some Language),"Mystery & Thriller, Adventure, Drama, Comedy",English,Jake Schreier,"Wyck Godfrey, Marty Bowen","Scott Neustadter, Michael H. Weber","Jul 24, 2015  Wide","Oct 20, 2015",$31.9M,1h 49m,20th Century Fox,,"Nat Wolff,Cara Delevingne,Halston Sage,Austin Abrams,Justice Jesse Smith,Jaz Sinclair,Cara Buono,Griffin Freeman,Josiah Cerio,Jake Schreier,"
The Vatican Tapes,,,,,,,,,,,,,,,,,
Vacation,,,,,,,,,,,,,,,,,
Mission Impossible: Rogue Nation,,,,,,,,,,,,,,,,,
The Gift,91,75,196,"50,000+",R (Language),Mystery & Thriller,English,Joel Edgerton,"Jason Blum, Rebecca Yeldham, Joel Edgerton",Joel Edgerton,"Aug 7, 2015  Wide","Oct 27, 2015",$43.8M,1h 48m,STX Entertainment,,"Jason Bateman,Rebecca Hall,Joel Edgerton,Allison Tolman,Busy Philipps,Beau Knapp,Wendell Pierce,David Denman,Katie Aselton,Joel Edgerton,"
Ricki and the Flash,65,43,200,"10,000+",PG-13 (Language|Brief Drug Content|Sexuality|Thematic Material),"Drama, Comedy",English,Jonathan Demme,"Marc Platt, Gary Goetzman, Diablo Cody, Mason Novick",Diablo Cody,"Aug 7, 2015  Wide","Nov 10, 2015",$26.8M,1h 40m,Sony Pictures Entertainment,,"Meryl Streep,Kevin Kline,Rick Springfield,Mamie Gummer,Audra McDonald,Sebastian Stan,Nick Westrate,Hailey Gates,Ben Platt,Charlotte Rae,"
Straight Outta Compton,89,91,247,"10,000+",R (Language Throughout|Drug Use|Strong Sexuality/Nudity|Violence),"Biography, Drama, Music",English,F. Gary Gray,"Ice Cube, Tomica Woods-Wright, Matt Alvarez, F. Gary Gray, Scott Bernstein, Dr. Dre","Jonathan Herman, Andrea Berloff","Aug 14, 2015  Wide","Jan 19, 2016",$161.0M,2h 27m,Universal Pictures,,"O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,Aldis Hodge,Marlon Yates Jr.,R. Marcos Taylor,Alexandra Shipp,Paul Giamatti,Elena Goode,"
The Man from U.N.C.L.E.,,,,,,,,,,,,,,,,,
She's Funny That Way,45,35,98,"5,000+",R (Some Language|Sexual References),"Romance, Comedy",English,Peter Bogdanovich,"Logan Levy, Holly Wiersma, Louise Stratten, George Drakoulias","Peter Bogdanovich, Louise Stratten","Aug 21, 2015  Limited","Nov 3, 2015",$106.4K,1h 33m,Clarius Entertainment,,"Owen Wilson,Imogen Poots,Kathryn Hahn,Rhys Ifans,Jennifer Aniston,Will Forte,Illeana Douglas,Richard Lewis,Austin Pendleton,George Morfogen,"
No Escape,33,47,12,100+,R,"Mystery & Thriller, Horror",English,Will Wernick,"Jeff Delson, Kelly Delson, Sonia Lisette, Will Wernick",Will Wernick,,"Sep 18, 2020",$163.4K,1h 31m,,,"Keegan Allen,Holland Roden,Denzel Whitaker,Ronen Rubinstein,Pasha Lynchnikoff,George Janko,Emilia Ares,Kimberly Quinn,Will Wernick,Will Wernick,"
Hitman: Agent 47,8,40,130,"25,000+",R (Some Language|Sequences of Strong Violence),"Action, Adventure",English,Aleksander Bach,"Charles Gordon, Adrian Askarieh, Alex Young, Skip Woods","Skip Woods, Michael Finch","Aug 21, 2015  Wide","Dec 29, 2015",$22.4M,1h 36m,20th Century Fox,,"Rupert Friend,Hannah Ware,Zachary Quinto,Ciarán Hinds,Thomas Kretschmann,Angelababy,Dan Bakkedahl,Mona Pirzad,Rolf Kanies,Nils Brunkhorst,"
Before We Go,27,57,30,"5,000+",PG-13 (Some Suggestive Comments|Brief Strong Language),"Romance, Drama, Comedy",English,Chris Evans,"Chris Evans, Mark Kassen, McG, Mary Viola, Karen Elise Baldwin, Howard Baldwin, William J. Immerman","Ronald Bass, Jen Smolka, Chris Shafer, Paul Vicknair","Sep 4, 2015  Limited","Nov 3, 2015",$37.0K,1h 35m,Radius TWC,,"Chris Evans,Alice Eve,Emma Fitzpatrick,John Cullum,Mark Kassen,Elijah Moreland,Daniel Spink,Maria Breyman,Scott Evans,Beth Katehis,"
The Visit,68,51,230,"25,000+",PG-13 (Some Nudity|Brief Language|Terror|Thematic Material|Violence),"Mystery & Thriller, Horror, Comedy",English,M. Night Shyamalan,"M. Night Shyamalan, Jason Blum, Marc Bienstock",M. Night Shyamalan,"Sep 11, 2015  Wide","Jan 5, 2016",$65.1M,1h 34m,Universal Pictures,,"Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,Peter McRobbie,Kathryn Hahn,Celia Keenan-Bolger,Samuel Stricklen,Patch Darragh,Jorge Cordova,Steve Annan,"
The Perfect Guy,18,51,45,"10,000+",PG-13 (Menace|Brief Strong Language|Sexuality|Violence),Mystery & Thriller,English,David M. Rosenthal,"Nicole Rocklin, Wendy Rhoads, Darryl Taja, Tommy Oliver",Tyger Williams,"Sep 11, 2015  Wide","Dec 29, 2015",$57.0M,1h 40m,Sony Pictures Entertainment,,"Sanaa Lathan,Michael Ealy,Morris Chestnut,L. Scott Caldwell,Charles S. Dutton,John Getz,Tess Harper,Kathryn Morris,Rutina Wesley,Holt McCallany,"
Sleeping with Other People,,,,,,,,,,,,,,,,,
Black Mass,,,,,,,,,,,,,,,,,
Everest,73,68,231,"25,000+",PG-13 (Intense Peril|Disturbing Images),"Mystery & Thriller, Adventure, Drama",English,Baltasar Kormákur,"Tim Bevan, Eric Fellner, Baltasar Kormákur, Nicky Kentish Barnes, Brian Oliver, Tyler Thompson","William Nicholson, Simon Beaufoy","Sep 25, 2015  Wide","Jan 19, 2016",$43.2M,2h 1m,Universal Pictures,,"Jason Clarke,Josh Brolin,John Hawkes,Robin Wright,Emily Watson,Michael Kelly,Keira Knightley,Sam Worthington,Martin Henderson,Elizabeth Debicki,"
Sicario,92,85,280,"50,000+",R (Language|Grisly Images|Strong Violence),"Mystery & Thriller, Drama, Crime",English,Denis Villeneuve,"Basil Iwanyk, Edward L. McDonnell, Molly Smith, Thad Luckinbill, Trent Luckinbill",Taylor Sheridan,"Oct 2, 2015  Wide","Jan 5, 2016",$46.9M,2h 1m,Lionsgate Films,,"Emily Blunt,Benicio Del Toro,Josh Brolin,Victor Garber,Jon Bernthal,Daniel Kaluuya,Jeffrey Donovan,Raoul Max Trujillo,Julio Cedillo,Bernardo Gallegos,"
War Pigs,,20,1,100+,R (Some Language|Bloody War Violence),"Action, Adventure, War",English,Ryan Little,"Andre Relis, Luke Daniels, Steven Luke, Brad Scott","Steven Luke, Adam Emerson","Sep 18, 2015  Limited","Dec 1, 2015",,1h 32m,Cinedigm,,"Mickey Rourke,Dolph Lundgren,Luke Goss,Chuck Liddell,Noah Segan,Steven Luke,Jake Stormoen,Ryan Kelley,K.C. Clyde,Ryan Little,"
Hotel Transylvania 2,55,63,110,"50,000+",PG (Rude Humor|Action|Some Scary Images),"Kids & Family, Animation, Fantasy, Comedy",English,Genndy Tartakovsky,Michelle Murdocca,"Adam Sandler, Robert Smigel","Sep 25, 2015  Wide","Jan 12, 2016",,1h 29m,Sony Pictures Entertainment,,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,David Spade,Keegan-Michael Key,Fran Drescher,Molly Shannon,Megan Mullally,"
99 Homes,92,78,159,"10,000+",R (Language|A Brief Violent Image|Some Sexual References),Drama,English,Ramin Bahrani,"Ashok Amritraj, Ramin Bahrani, Kevin Turen, Justin Nappi","Ramin Bahrani, Amir Naderi","Oct 9, 2015  Wide","Feb 9, 2016",$1.4M,1h 50m,Broad Green Pictures,,"Andrew Garfield,Michael Shannon,Laura Dern,Tim Guinee,Noah Lomax,Clancy Brown,J.D. Evermore,Judd Lormand,Cullen Moss,John L. Armijo,"
The Intern,59,73,202,"25,000+",PG-13 (Some Suggestive Content|Brief Strong Language),"Drama, Comedy",English,Nancy Meyers,"Nancy Meyers, Suzanne Farwell",Nancy Meyers,"Sep 25, 2015  Wide","Jan 19, 2016",$75.6M,2h 1m,Warner Bros. Pictures,,"Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm,JoJo Kushner,Andrew Rannells,Adam DeVine,Zack Pearlman,Jason Orley,Christina Scherer,"
Stonewall,9,84,77,"2,500+",R (Language Throughout|Drug Use|Sexual Content|Some Violence),"Lgbtq+, History, Drama",English,Roland Emmerich,"Roland Emmerich, Marc Frydman, Michael Fossat, Carsten H.W. Lorenz",Jon Robin Baitz,"Sep 25, 2015  Limited","Jan 19, 2016",$186.4K,2h 9m,Roadside Attractions,,"Jeremy Irvine,Jonny Beauchamp,Joey King,Caleb Landry Jones,Matt Craven,David Cubitt,Vladimir Alexis,Ben Sullivan,Andrea Frankle,Alexandre Nachi,"
Mississippi Grind,91,55,121,"5,000+",R (Language),Drama,English,"Ryan Fleck, Anna Boden","Tom Rice, Ben Nearn, Jamie Patricof, Lynette Howell Taylor","Ryan Fleck, Anna Boden","Sep 25, 2015  Limited","Dec 1, 2015",$129.7K,1h 48m,A24,,"Ryan Reynolds,Ben Mendelsohn,Sienna Miller,Analeigh Tipton,Robin Weigert,Alfre Woodard,James Toback,Teri Wyble,Ryan Fleck,Anna Boden,"
The Walk,83,77,277,"25,000+",PG (Language|Brief Drug References|Thematic Elements|Perilous Situations|Smoking|Some Nudity),"Adventure, Biography, Drama",English,Robert Zemeckis,"Steve Starkey, Robert Zemeckis, Jack Rapke","Robert Zemeckis, Christopher Browne","Oct 9, 2015  Wide","Jan 5, 2016",$10.1M,2h 4m,Sony Pictures Entertainment,,"Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,James Badge Dale,Clément Sibony,César Domboy,Benedict Samuel,Ben Schwartz,Steve Valentine,Mark Camacho,"
The Martian,91,91,384,"100,000+",PG-13 (Injury Images|Brief Nudity|Some Strong Language),"Adventure, Drama, Sci-Fi",English,Ridley Scott,"Simon Kinberg, Ridley Scott, Michael Schaefer, Aditya Sood, Mark Huffam",Drew Goddard,"Oct 2, 2015  Wide","Jan 12, 2016",$228.4M,2h 22m,20th Century Fox,,"Matt Damon,Jessica Chastain,Kristen Wiig,Jeff Daniels,Michael Peña,Kate Mara,Sean Bean,Sebastian Stan,Aksel Hennie,Donald Glover,"
Steve Jobs,85,73,317,"25,000+",R (Language),"Biography, Drama",English,Danny Boyle,"Mark Gordon, Guymon Casady, Scott Rudin, Danny Boyle, Christian Colson",Aaron Sorkin,"Oct 23, 2015  Wide","Feb 16, 2016",$17.8M,2h 1m,Universal Pictures,,"Michael Fassbender,Kate Winslet,Seth Rogen,Jeff Daniels,Michael Stuhlbarg,Katherine Waterston,John Ortiz,Sarah Snook,Adam Shapiro,Makenzie Moss,"
Pan,27,40,202,"50,000+",PG (Language|Fantasy Action Violence|Some Thematic Material),"Kids & Family, Adventure, Action, Fantasy",English,Joe Wright,"Greg Berlanti, Sarah Schechter, Paul Webster",Jason Fuchs,"Oct 9, 2015  Wide","Dec 22, 2015",$35.1M,1h 51m,Warner Bros. Pictures,,"Hugh Jackman,Garrett Hedlund,Rooney Mara,Levi Miller,Amanda Seyfried,Adeel Akhtar,Nonso Anozie,Kathy Burke,Cara Delevingne,Jack Charles,"
Knock Knock,38,20,74,"5,000+",R (Language|Disturbing Violent Behavior|Nudity|Strong Sexual Content),Mystery & Thriller,English,Eli Roth,"Eli Roth, Nicolás López, Miguel Asensio Llamas, Colleen Camp, Cassian Elwes, Tim Degraye","Eli Roth, Nicolás López, Guillermo Amoedo","Oct 9, 2015  Limited","Dec 8, 2015",$34.0K,1h 39m,Lionsgate Films,,"Keanu Reeves,Ana de Armas,Lorenza Izzo,Ignacia Allamand,Aaron Burns,Colleen Camp,Dan Baily,Antonio Quercia,Eli Roth,Eli Roth,"
Beasts of No Nation,92,92,146,"5,000+",,"Drama, War",English,Cary Joji Fukunaga,"Amy Kaufman, Cary Joji Fukunaga, Daniela Taplin Lundberg, Riva Marker, Daniel Crown, Idris Elba",Cary Joji Fukunaga,"Oct 16, 2015  Limited","Feb 6, 2017",$83.9K,2h 16m,"Netflix, Bleecker Street Media",,"Idris Elba,Abraham Attah,Opeyemi Fagbohungbe,Kurt Egyiawan,Cary Joji Fukunaga,Cary Joji Fukunaga,Amy Kaufman,Cary Joji Fukunaga,Daniela Taplin Lundberg,Riva Marker,"
Bridge of Spies,90,87,313,"50,000+",PG-13 (Some Violence|Brief Strong Language),"Mystery & Thriller, History, Drama",English,Steven Spielberg,"Steven Spielberg, Marc Platt, Kristie Macosko Krieger","Matt Charman, Ethan Coen, Joel Coen","Oct 16, 2015  Wide","Feb 2, 2016",$72.3M,2h 21m,Walt Disney,,"Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,Eve Hewson,Peter McRobbie,Billy Magnussen,Austin Stowell,Domenick Lombardozzi,Michael Gaston,"
Crimson Peak,72,55,283,"25,000+",R (Brief Strong Language|Bloody Violence|Some Sexual Content),"Mystery & Thriller, Romance, Horror",English,Guillermo del Toro,"Thomas Tull, Jon Jashni, Guillermo del Toro, Callum Greene","Guillermo del Toro, Matthew Robbins","Oct 16, 2015  Wide","Feb 9, 2016",$31.1M,1h 59m,Universal Pictures,,"Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Charlie Hunnam,Jim Beaver,Burn Gorman,Leslie Hope,Doug Jones,Jonathan Hyde,Bruce Gray,"
Goosebumps,78,62,165,"50,000+",PG (Some Rude Humor|Scary Intense Creature Action),"Fantasy, Adventure, Comedy",English,Rob Letterman,"Deborah A. Forte, Neal H. Moritz",Darren Lemke,"Oct 16, 2015  Wide","Jan 26, 2016",$80.1M,1h 43m,Sony Pictures Entertainment,,"Jack Black,Dylan Minnette,Odeya Rush,Ryan Lee,Amy Ryan,Jillian Bell,Halston Sage,Steven Krueger,Keith Arthur Bolden,Amanda Lund,"
Room,93,93,317,"25,000+",R (Language),Drama,English,Lenny Abrahamson,"Ed Guiney, David Gross",Emma Donoghue,"Jan 22, 2016  Wide","Mar 1, 2016",$14.7M,1h 58m,A24,,"Brie Larson,Jacob Tremblay,Joan Allen,Sean Bridgers,Tom McCamus,William H. Macy,Megan Park,Amanda Brugel,Lenny Abrahamson,Emma Donoghue,"
Woodlawn,73,80,15,"5,000+",PG (Thematic Elements|Some Racial Tension/Violence),"Biography, History, Drama",English,The Erwin Brothers,"Kevin Downes, Daryl Lefever","Quinton Peeples, Jon Erwin","Oct 16, 2015  Wide","Jan 19, 2016",$14.4M,2h 3m,Pure Flix Entertainment,,"Sean Astin,Nicholas Bishop,Caleb Castille,Sherri Shepherd,Jon Voight,C. Thomas Howell,Richard Kohnke,Lance E. Nichols,Kevin Sizemore,The Erwin Brothers,"
Truth,,,,,,,,,,,,,,,,,
Experimenter,,,,,,,,,,,,,,,,,
Rock the Kasbah,7,28,124,"10,000+",R (Language|Brief Violence|Sexual References|Some Drug Use),Comedy,English,Barry Levinson,"Mitch Glazer, Ethan Smith, Bill Block, Steve Bing, Jacob Pechenik",Mitch Glazer,"Oct 23, 2015  Wide","Feb 2, 2016",$3.0M,1h 46m,Open Road,,"Bill Murray,Arian Moayed,Kate Hudson,Leem Lubany,Bruce Willis,Scott Caan,Danny McBride,Zooey Deschanel,Fahim Fazli,Taylor Kinney,"
Paranormal Activity: The Ghost Dimension,14,27,77,"25,000+",R (Some Horror Violence|Language),"Mystery & Thriller, Horror",English,Gregory Plotkin,"Jason Blum, Oren Peli","Jason Harry Pagan, Andrew Deutschman, Adam Robitel, Gavin Heffernan","Oct 23, 2015  Wide","Jan 12, 2016",$18.3M,1h 28m,Paramount Pictures,,"Chris J. Murray,Brit Shaw,Olivia Taylor Dudley,Dan Gill,Ivy George,Jessica Tyler Brown,Chloe Csengery,Don McManus,Hallie Foote,Cara Pifko,"
Jem and the Holograms,22,40,79,"5,000+",PG (Reckless Behavior|Brief Suggestive Content|Some Language|Thematic Material),"Drama, Musical",English,Jon M. Chu,"Jason Blum, Jon M. Chu, Scooter Braun, Brian Goldner, Stephen Davis, Bennett Schneir",Ryan Landels,"Oct 23, 2015  Wide","Jan 19, 2016",$2.0M,1h 58m,Universal Pictures,,"Aubrey Peeples,Stefanie Scott,Aurora Perrineau,Hayley Kiyoko,Molly Ringwald,Isabella Kai Rice,Barnaby Carpenter,Nathan Moore,Juliette Lewis,Ryan Guzman,"
The Last Witch Hunter,18,43,137,"25,000+",PG-13 (Sequences of Fantasy Violence|Frightening Images),"Fantasy, Adventure, Action",English,Breck Eisner,"Mark Canton, Vin Diesel, Bernie Goldmann","Cory Goodman, Matt Sazama, Burk Sharpless","Oct 23, 2015  Wide","Feb 2, 2016",$27.4M,1h 46m,Lionsgate Films,,"Vin Diesel,Elijah Wood,Rose Leslie,Julie Engelbrecht,Michael Caine,Ólafur Darri Ólafsson,Isaach De Bankolé,Rena Owen,Joseph Gilgun,Dawn Olivieri,"
Suffragette,73,68,221,"10,000+",PG-13 (Partial Nudity|Brief Strong Language|Some Intense Violence|Thematic Elements),"History, Biography, Drama",English,Sarah Gavron,"Alison Owen, Faye Ward",Abi Morgan,"Nov 13, 2015  Wide","Feb 2, 2016",$4.7M,1h 46m,Focus Features,,"Carey Mulligan,Helena Bonham Carter,Brendan Gleeson,Anne-Marie Duff,Ben Whishaw,Meryl Streep,Natalie Press,Romola Garai,Geoff Bell,Samuel West,"
Bone Tomahawk,91,74,98,"10,000+",,"Western, Action, Horror, Comedy",English,S. Craig Zahler,"Dallas Sonnier, Jack Heller",S. Craig Zahler,"Oct 23, 2015  Limited","Dec 29, 2015",,2h 12m,RLJ Entertainment,,"Kurt Russell,Patrick Wilson,Richard Jenkins,Matthew Fox,Lili Simmons,Evan Jonigkeit,Kathryn Morris,Sid Haig,David Arquette,Fred Melamed,"
I Smile Back,49,62,71,"1,000+",R (Substance Abuse|Disturbing Behavior|Strong Sexual Content|Language),Drama,English,Adam Salky,"Brian Koppelman, David Levien, Mike Harrop, Richard Arlook","Paige Dylan, Amy Koppelman","Oct 23, 2015  Limited","Feb 23, 2016",$57.7K,1h 25m,Broad Green Pictures,,"Sarah Silverman,Josh Charles,Thomas Sadoski,Mia Barron,Terry Kinney,Chris Sarandon,Shayne Coleman,Kristin Griffith,Adam Salky,Paige Dylan,"
Scouts Guide to the Zombie Apocalypse,44,48,97,"5,000+",R (Language Throughout|Graphic Nudity|Sexual Material|Zombie Violence and Gore),"Comedy, Horror",English,Christopher Landon,"Todd Garner, Andy Fickman","Carrie Lee Wilson, Emi Mochizuki, Christopher Landon","Oct 30, 2015  Wide","Jan 5, 2016",$3.7M,1h 33m,Paramount Pictures,,"Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,David Koechner,Halston Sage,Cloris Leachman,Niki Koss,Hiram A. Murray,Lukas Gage,"
Our Brand Is Crisis,37,34,175,"5,000+",R (Some Sexual References|Language),Comedy,English,David Gordon Green,"Grant Heslov, George Clooney",Peter Straughan,"Oct 30, 2015  Wide","Feb 2, 2016",$7.0M,1h 48m,Warner Bros. Pictures,,"Sandra Bullock,Billy Bob Thornton,Anthony Mackie,Joaquim de Almeida,Ann Dowd,Scoot McNairy,Zoe Kazan,Dominic Flores,Reynaldo Pacheco,Louis Arcella,"
Burnt,28,44,160,"10,000+",R (Language Throughout),Drama,English,John Wells,"Stacey Sher, Erwin Stoff, John Wells",Steven Knight,"Oct 30, 2015  Wide","Jan 26, 2016",$13.7M,1h 40m,Weinstein Co.,,"Bradley Cooper,Sienna Miller,Omar Sy,Daniel Brühl,Riccardo Scamarcio,Sam Keeley,Alicia Vikander,Matthew Rhys,Uma Thurman,Emma Thompson,"
Brooklyn,97,87,276,"25,000+",PG-13 (Brief Strong Language|A Scene of Sexuality),"Drama, History, Romance",English (United Kingdom),John Crowley,"Finola Dwyer, Amanda Posey",Nick Hornby,"Nov 25, 2015  Wide","Mar 15, 2016",$38.3M,1h 52m,Fox Searchlight,,"Saoirse Ronan,Domhnall Gleeson,Emory Cohen,Jim Broadbent,Julie Walters,Jessica Paré,Eve Macklin,Bríd Brennan,Fiona Glascott,Jane Brennan,"
Spectre,63,61,367,"100,000+",PG-13 (Language|Intense Sequences of Action|Sensuality|Some Disturbing Images|Violence),"Action, Adventure, Mystery & Thriller",English,Sam Mendes,"Michael G. Wilson, Barbara Broccoli","John Logan, Neal Purvis, Robert Wade, Jez Butterworth","Nov 6, 2015  Wide","Feb 9, 2016",$200.1M,2h 28m,Sony Pictures Entertainment,,"Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,Monica Bellucci,Ben Whishaw,Naomie Harris,Dave Bautista,Andrew Scott,Rory Kinnear,"
Spotlight,97,93,376,"50,000+",R (Some Language|Sexual References),Drama,English,Tom McCarthy,"Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust","Josh Singer, Tom McCarthy","Nov 20, 2015  Wide","Feb 23, 2016",$45.0M,2h 8m,Open Road,,"Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Brian d'Arcy James,Stanley Tucci,Billy Crudup,Paul Guilfoyle,Jamey Sheridan,"
The Peanuts Movie,87,76,197,"50,000+",G,"Kids & Family, Adventure, Animation, Comedy",English,Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers","Craig Schulz, Bryan Schulz, Cornelius Uliano","Nov 6, 2015  Wide","Mar 8, 2016",$130.1M,1h 29m,20th Century Fox,,"Noah Schnapp,Hadley Belle Miller,Mariel Sheets,Alexander Garfin,Francesca Capaldi,Venus Schultheis,Rebecca Bloom,Marleik ""Mar Mar"" Walker,Noah Johnston,Madisyn Shipman,"
